n,Dataset,old_n,age,age(old),genotype,strain,name,shape,size,VoxelSizeX,VoxelSizeY,VoxelSizeZ,re-uCT scan,Comments,Phantom,Scaling Value,Arb Value,angle,center
131,EK,266,10,10 months,wt,giantin,giantin sib,"(2000, 570, 570)",649800000,0.021197756043916,0.021197756043916,0.021197756043916,,,LONDON AB,LONDON AB,LONDON AB,332,
132,EK,267,10,10 months,wt,giantin,giantin sib,"(2000, 564, 564)",636192000,0.021197756043916,0.021197756043916,0.021197756043916,,,LONDON AB,LONDON AB,LONDON AB,151,
133,EK,268,10,10 months,hom,giantin,giantin -/-,"(2000, 570, 570)",649800000,0.021197756043916,0.021197756043916,0.021197756043916,,,LONDON AB,LONDON AB,LONDON AB,211,
134,EK,269,10,10 months,hom,giantin,giantin -/-,"(2000, 574, 574)",658952000,0.021197756043916,0.021197756043916,0.021197756043916,,,LONDON AB,LONDON AB,LONDON AB,36,
135,EK,270,10,10 months,hom,giantin,giantin -/-,"(2000, 550, 550)",605000000,0.021197756043916,0.021197756043916,0.021197756043916,,,LONDON AB,LONDON AB,LONDON AB,218,
136,EK,271,10,10 months,hom,giantin,giantin -/-,"(2000, 554, 554)",613832000,0.021197756043916,0.021197756043916,0.021197756043916,,,LONDON AB,LONDON AB,LONDON AB,8,
137,EK,272,30,2.5 year,het,chst11,chst11 talen,"(1999, 564, 564)",635873904,0.023070611044133,0.023070611044133,0.023070611044133,* (272_279),HR head and ribs,LONDON AB,LONDON AB,LONDON AB,59,
138,EK,273,30,2.5 year,het,chst11,chst11 talen,"(1999, 580, 580)",672463600,0.023070611044133,0.023070611044133,0.023070611044133,,,LONDON AB,LONDON AB,LONDON AB,301,
139,EK,274,30,2.5 year,het,chst11,chst11 talen,"(1999, 570, 570)",649475100,0.023070611044133,0.023070611044133,0.023070611044133,,,LONDON AB,LONDON AB,LONDON AB,204,
140,EK,275,30,2.5 year,het,chst11,chst11 talen,"(1999, 494, 494)",487827964,0.023070611044133,0.023070611044133,0.023070611044133,,,LONDON AB,LONDON AB,LONDON AB,78,
141,EK,276,30,2.5 year,het,chst11,chst11 talen,"(1999, 570, 570)",649475100,0.023070611044133,0.023070611044133,0.023070611044133,,,LONDON AB,LONDON AB,LONDON AB,161,
142,EK,277,30,2.5 year,wt,chst11,chst11 talen SIBS,"(1999, 604, 604)",729267184,0.023070611044133,0.023070611044133,0.023070611044133,,HR head and ribs,LONDON AB,LONDON AB,LONDON AB,162,
143,EK,278,30,2.5 year,wt,chst11,chst11 talen SIBS,"(1999, 580, 550)",637681000,0.023070611044133,0.023070611044133,0.023070611044133,,,LONDON AB,LONDON AB,LONDON AB,338,
144,EK,279,30,2.5 year,wt,chst11,chst11 talen SIBS,"(1999, 550, 550)",604697500,0.023070611044133,0.023070611044133,0.023070611044133,,,LONDON AB,LONDON AB,LONDON AB,48,
145,EK,280,24,2. year,het,chst11,chst11 talen,"(2000, 540, 540)",583200000,0.022396560551961,0.022396560551961,0.022396560551961,* (280_287),,LONDON AB,LONDON AB,LONDON AB,187,
146,EK,281,24,2 year,het,chst11,chst11 talen,"(2000, 580, 580)",672800000,0.022396560551961,0.022396560551961,0.022396560551961,,,LONDON AB,LONDON AB,LONDON AB,83,
147,EK,282,24,2 year,het,chst11,chst11 talen,"(2000, 550, 550)",605000000,0.022396560551961,0.022396560551961,0.022396560551961,,,LONDON AB,LONDON AB,LONDON AB,347,
148,EK,283,24,2 year,het,chst11,chst11 talen,"(2000, 514, 514)",528392000,0.022396560551961,0.022396560551961,0.022396560551961,,,LONDON AB,LONDON AB,LONDON AB,129,
149,EK,284,24,2 year,het,chst11,chst11 talen,"(2000, 550, 550)",605000000,0.022396560551961,0.022396560551961,0.022396560551961,,,LONDON AB,LONDON AB,LONDON AB,227,
150,EK,285,30,2.5 year,wt,chst11,chst11 talen SIBS,"(2000, 550, 550)",605000000,0.022396560551961,0.022396560551961,0.022396560551961,,,LONDON AB,LONDON AB,LONDON AB,115,
151,EK,286,30,2.5 year,wt,chst11,chst11 talen SIBS,"(2000, 564, 564)",636192000,0.022396560551961,0.022396560551961,0.022396560551961,,,LONDON AB,LONDON AB,LONDON AB,0,
152,EK,287,30,2.5 year,wt,chst11,chst11 talen SIBS,"(2000, 544, 544)",591872000,0.022396560551961,0.022396560551961,0.022396560551961,,,LONDON AB,LONDON AB,LONDON AB,320,
153,EK,288,24,2 year,het,runx2,runx2 +/-,"(2000, 574, 574)",658952000,0.022504422861044,0.022504422861044,0.022504422861044,* (288_295),HR head,LONDON AB,LONDON AB,LONDON AB,238,
154,EK,289,24,2 year,het,runx2,runx2 +/-,"(2000, 540, 540)",583200000,0.022504422861044,0.022504422861044,0.022504422861044,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,252,
155,EK,290,24,2 year,het,runx2,runx2 +/-,"(2000, 544, 544)",591872000,0.022504422861044,0.022504422861044,0.022504422861044,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,137,
156,EK,291,24,2 year,het,runx2,runx2 +/-,"(2000, 574, 574)",658952000,0.022504422861044,0.022504422861044,0.022504422861044,,enhance contrast + high res head ribs tail,LONDON AB,LONDON AB,LONDON AB,35,
157,EK,292,24,2 year,het,runx2,runx2 +/-,"(2000, 544, 544)",591872000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,166,
158,EK,293,30,2.5 year,het,runx2,runx2 +/-,"(2000, 524, 524)",549152000,0.022504422861044,0.022504422861044,0.022504422861044,,HR head and ribs,LONDON AB,LONDON AB,LONDON AB,204,
159,EK,294,30,2.5 year,het,runx2,runx2 +/-,"(2000, 594, 594)",705672000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,270,
160,EK,295,30,2.5 year,het,barx1,barx1 +/-,"(2000, 534, 534)",570312000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,112,
161,EK,296,24,2 year,wt,barx1,barx1 +/-,"(2000, 544, 544)",591872000,0.022504422861044,0.022504422861044,0.022504422861044,* (296_303),enhance contrast + high res head ribs tail +Elis Loading rig,LONDON AB,LONDON AB,LONDON AB,146,
162,EK,297,24,2 year,wt,barx1,barx1 +/-,"(2000, 540, 540)",583200000,0.022504422861044,0.022504422861044,0.022504422861044,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,261,
163,EK,298,24,2 year,wt,barx1,barx1 +/-,"(2000, 554, 554)",613832000,0.022504422861044,0.022504422861044,0.022504422861044,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,48,
164,EK,299,24,2 year,wt,barx1,barx1 sibs,"(2000, 570, 570)",649800000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,278,
165,EK,300,24,2 year,wt,barx1,barx1 sibs,"(2000, 554, 554)",613832000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,202,
166,EK,301,24,2 year,wt,barx1,barx1 sibs,"(2000, 570, 570)",649800000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,126,
167,EK,302,7,7 months,mosaic,barx1,barx1 sibs,"(2000, 544, 544)",591872000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,242,
168,EK,303,7,7 months,mosaic,wnt16,wnt16-2 injected,"(2000, 524, 524)",549152000,0.022504422861044,0.022504422861044,0.022504422861044,,,LONDON AB,LONDON AB,LONDON AB,42,
169,EK,304,7,7 months,mosaic,wnt16,wnt16-2 injected,"(2000, 560, 560)",627200000,0.021395884903931,0.021395884903931,0.021395884903931,* (304_310),,LONDON AB,LONDON AB,LONDON AB,70,
170,EK,305,7,7 months,mosaic,wnt16,wnt16-2 injected,"(2000, 560, 560)",627200000,0.021395884903931,0.021395884903931,0.021395884903931,,spine phenotype and jaw? ,LONDON AB,LONDON AB,LONDON AB,189,
171,EK,306,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 554, 554)",613832000,0.021395884903931,0.021395884903931,0.021395884903931,,,LONDON AB,LONDON AB,LONDON AB,225,
172,EK,307,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 580, 580)",672800000,0.021395884903931,0.021395884903931,0.021395884903931,,,LONDON AB,LONDON AB,LONDON AB,200,
173,EK,308,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 594, 594)",705672000,0.021395884903931,0.021395884903931,0.021395884903931,,,LONDON AB,LONDON AB,LONDON AB,23,
174,EK,309,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 534, 534)",570312000,0.021395884903931,0.021395884903931,0.021395884903931,,,LONDON AB,LONDON AB,LONDON AB,276,
175,EK,310,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 570, 570)",649800000,0.021395884903931,0.021395884903931,0.021395884903931,,,LONDON AB,LONDON AB,LONDON AB,68,
176,EK,311,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 566, 594)",672408000,0.020589107966857,0.020589107966857,0.020589107966857,* (311_318),,LONDON AB,LONDON AB,LONDON AB,317,
177,EK,312,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 590, 590)",696200000,0.020589107966857,0.020589107966857,0.020589107966857,,,LONDON AB,LONDON AB,LONDON AB,0,
178,EK,313,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 620, 620)",768800000,0.020589107966857,0.020589107966857,0.020589107966857,,,LONDON AB,LONDON AB,LONDON AB,65,
179,EK,314,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 590, 590)",696200000,0.020589107966857,0.020589107966857,0.020589107966857,,,LONDON AB,LONDON AB,LONDON AB,267,
180,EK,315,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 600, 600)",720000000,0.020589107966857,0.020589107966857,0.020589107966857,,,LONDON AB,LONDON AB,LONDON AB,280,
181,EK,316,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 590, 486)",573480000,0.020589107966857,0.020589107966857,0.020589107966857,,,LONDON AB,LONDON AB,LONDON AB,259,
182,EK,317,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 600, 600)",720000000,0.020589107966857,0.020589107966857,0.020589107966857,,,LONDON AB,LONDON AB,LONDON AB,54,
183,EK,318,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(2000, 584, 584)",682112000,0.020589107966857,0.020589107966857,0.020589107966857,,,LONDON AB,LONDON AB,LONDON AB,87,
184,EK,319,30,2.5 year,het,gdf5,gdf5 +/-,"(2000, 564, 564)",636192000,0.023102021653726,0.023102021653726,0.023102021653726,* (319_326),HR head,LONDON AB,LONDON AB,LONDON AB,195,
185,EK,320,30,2.5 year,het,gdf5,gdf5 +/-,"(2000, 554, 554)",613832000,0.023102021653726,0.023102021653726,0.023102021653726,,,LONDON AB,LONDON AB,LONDON AB,280,
186,EK,321,30,2.5 year,het,gdf5,gdf5 +/-,"(2000, 564, 564)",636192000,0.023102021653726,0.023102021653726,0.023102021653726,,,LONDON AB,LONDON AB,LONDON AB,315,
187,EK,322,30,2.5 year,het,gdf5,gdf5 +/-,"(2000, 544, 544)",591872000,0.023102021653726,0.023102021653726,0.023102021653726,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,144,
188,EK,323,30,2.5 year,het,gdf5,gdf5 +/-,"(2000, 560, 560)",627200000,0.023102021653726,0.023102021653726,0.023102021653726,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,6,
189,EK,324,30,2.5 year,het,gdf5,gdf5 +/-,"(2000, 560, 560)",627200000,0.023102021653726,0.023102021653726,0.023102021653726,,,LONDON AB,LONDON AB,LONDON AB,284,
190,EK,325,18,1.5 year,het,barx1,barx1 +/-,"(2000, 544, 544)",591872000,0.023102021653726,0.023102021653726,0.023102021653726,,HR head,LONDON AB,LONDON AB,LONDON AB,8,
191,EK,326,18,1.5 year,het,barx1,barx1 +/-,"(2000, 534, 534)",570312000,0.023102021653726,0.023102021653726,0.023102021653726,,,LONDON AB,LONDON AB,LONDON AB,197,
192,EK,327,18,1.5 year,het,barx1,barx1 +/-,"(1999, 600, 600)",719640000,0.022393306790897,0.022393306790897,0.022393306790897,* (327_334),HR head and ribs,LONDON AB,LONDON AB,LONDON AB,339,
193,EK,328,18,1.5 year,het,barx1,barx1 +/-,"(1999, 580, 580)",672463600,0.022393306790897,0.022393306790897,0.022393306790897,,HR head and ribs,LONDON AB,LONDON AB,LONDON AB,210,
194,EK,329,18,1.5 year,wt,barx1,barx1 sibs,"(1999, 614, 614)",753615004,0.022393306790897,0.022393306790897,0.022393306790897,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,168,
195,EK,330,18,1.5 year,wt,barx1,barx1 sibs,"(1999, 624, 624)",778362624,0.022393306790897,0.022393306790897,0.022393306790897,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,140,
196,EK,331,18,1.5 year,wt,barx1,barx1 sibs,"(1999, 650, 650)",844577500,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,49,
197,EK,332,18,1.5 year,wt,barx1,barx1 sibs,"(1999, 574, 574)",658622524,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,37,
198,EK,333,12,1 year,hom,mcf2l,mcf2l -/-,"(1999, 590, 590)",695851900,0.022393306790897,0.022393306790897,0.022393306790897,,HR head and ribs + Histology,LONDON AB,LONDON AB,LONDON AB,230,
199,EK,334,12,1 year,hom,mcf2l,mcf2l -/-,"(1999, 614, 614)",753615004,0.022393306790897,0.022393306790897,0.022393306790897,,HR head +Histologyand ribs ,LONDON AB,LONDON AB,LONDON AB,155,
200,EK,335,12,1 year,hom,mcf2l,mcf2l -/-,"(1999, 570, 570)",649475100,0.022393306790897,0.022393306790897,0.022393306790897,* (335_342),,LONDON AB,LONDON AB,LONDON AB,52,
201,EK,336,12,1 year,hom,mcf2l,mcf2l -/-,"(1999, 600, 600)",719640000,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,286,
202,EK,337,12,1 year,hom,mcf2l,mcf2l -/-,"(1999, 570, 570)",649475100,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,112,
203,EK,338,18,1.5 year,het,mcf2l,mcf2l +/-,"(1999, 580, 580)",672463600,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,59,
204,EK,339,18,1.5 year,het,mcf2l,mcf2l +/-,"(1999, 570, 570)",649475100,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,70,
205,EK,340,18,1.5 year,het,mcf2l,mcf2l +/-,"(1999, 570, 570)",649475100,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,58,
206,EK,341,18,1.5 year,het,mcf2l,mcf2l +/-,"(1999, 574, 574)",658622524,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,354,
207,EK,342,18,1.5 year,het,mcf2l,mcf2l +/-,"(1999, 550, 550)",604697500,0.022393306790897,0.022393306790897,0.022393306790897,,,LONDON AB,LONDON AB,LONDON AB,177,
208,EK,343,18,1.5 year,het,dot1,dot1 +/-,"(1999, 540, 540)",582908400,0.022393306790897,0.022393306790897,0.022393306790897,* (343_350)," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,33,
209,EK,344,18,1.5 year,het,dot1,dot1 +/-,"(1999, 534, 534)",570026844,0.022393306790897,0.022393306790897,0.022393306790897,,ELIS,LONDON AB,LONDON AB,LONDON AB,270,
210,EK,345,18,1.5 year,het,dot1,dot1 +/-,"(1999, 550, 550)",604697500,0.022393306790897,0.022393306790897,0.022393306790897,,ELIS,LONDON AB,LONDON AB,LONDON AB,102,
211,EK,346,18,1.5 year,het,dot1,dot1 +/-,"(1999, 580, 580)",672463600,0.022393306790897,0.022393306790897,0.022393306790897,,ELIS,LONDON AB,LONDON AB,LONDON AB,222,
212,EK,347,,,hom,scxb,scxb kg107/kg107,"(1999, 564, 564)",635873904,0.022393306790897,0.022393306790897,0.022393306790897,,histology ,LONDON AB,LONDON AB,LONDON AB,9,
213,EK,348,,,hom,scxb,scxb kg107/kg107,"(1999, 570, 570)",649475100,0.022393306790897,0.022393306790897,0.022393306790897,,contrast enhance,LONDON AB,LONDON AB,LONDON AB,118,
214,EK,349,,,hom,scxb,scxb kg107/kg107,"(1999, 554, 554)",613525084,0.022393306790897,0.022393306790897,0.022393306790897,,alizarin red staining,LONDON AB,LONDON AB,LONDON AB,152,
215,EK,350,,,het,scxb,scxb +/-,"(1999, 560, 560)",626886400,0.022393306790897,0.022393306790897,0.022393306790897,,alizarin red staining,LONDON AB,LONDON AB,LONDON AB,151,
216,EK,351,,,het,scxb,scxb +/-,"(1999, 540, 540)",582908400,0.022393306790897,0.022393306790897,0.022393306790897,* (351-358),histology ,LONDON AB,LONDON AB,LONDON AB,265,
217,EK,352,,,het,scxb,scxb +/-,"(1999, 560, 524)",586586560,0.022393306790897,0.022393306790897,0.022393306790897,,contrast enhance,LONDON AB,LONDON AB,LONDON AB,135,
218,EK,353,,,wt,scxa,scxa SIBS,"(1999, 544, 544)",591576064,0.022393306790897,0.022393306790897,0.022393306790897,,histology ,LONDON AB,LONDON AB,LONDON AB,322,
219,EK,354,,,wt,scxa,scxa SIBS,"(1999, 534, 534)",570026844,0.022393306790897,0.022393306790897,0.022393306790897,,contrast enhance,LONDON AB,LONDON AB,LONDON AB,312,
220,EK,355,,,wt,scxa,scxa SIBS,"(1999, 540, 540)",582908400,0.022393306790897,0.022393306790897,0.022393306790897,,alizarin red staining,LONDON AB,LONDON AB,LONDON AB,186,
221,EK,356,,,hom,scxa,scxa kg170/kg170,"(1999, 560, 560)",626886400,0.022393306790897,0.022393306790897,0.022393306790897,,alizarin red staining,LONDON AB,LONDON AB,LONDON AB,15,
222,EK,357,,,hom,scxa,scxa kg170/kg170,"(1999, 560, 560)",626886400,0.022393306790897,0.022393306790897,0.022393306790897,,contrast enhance,LONDON AB,LONDON AB,LONDON AB,144,
223,EK,358,,,hom,scxa,scxa kg170/kg170,"(1999, 554, 554)",613525084,0.022393306790897,0.022393306790897,0.022393306790897,,histology ,LONDON AB,LONDON AB,LONDON AB,360,
224,EK,359,18,1.5 year,wt,dot1,dot1 +/+,"(1999, 624, 624)",778362624,0.02202676398535,0.02202676398535,0.02202676398535,* (359-365)," For high res: head ribs, tail / ELIS",LONDON AB,LONDON AB,LONDON AB,203,
225,EK,360,18,1.5 year,wt,dot1,dot1 +/+,"(1999, 624, 624)",778362624,0.02202676398535,0.02202676398535,0.02202676398535,," For high res: head ribs, tail /ELIS",LONDON AB,LONDON AB,LONDON AB,180,
226,EK,361,18,1.5 year,wt,dot1,dot1 +/+,"(1999, 630, 630)",793403100,0.02202676398535,0.02202676398535,0.02202676398535,,ELIS,LONDON AB,LONDON AB,LONDON AB,239,
227,EK,362,24,2 year,wt,wt,dvl:gfp contrast enhance,"(1999, 630, 630)",793403100,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,35,
228,EK,363,24,2 year,wt,wt,dvl:gfp contrast enhance,"(1999, 624, 624)",778362624,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,207,
229,EK,364,24,2 year,wt,wt,dvl:gfp contrast enhance,"(1999, 580, 538)",623767960,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,132,
230,EK,365,24,2 year,wt,wt,dvl:gfp contrast enhance,"(1999, 620, 620)",768415600,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,125,
231,EK,366,24,2 year,wt,wt,dvl:gfp contrast enhance,"(1999, 584, 584)",681770944,0.02202676398535,0.02202676398535,0.02202676398535,* (366-373),,LONDON AB,LONDON AB,LONDON AB,302,
232,EK,367,24,2 year,wt,wt,dvl:gfp contrast enhance,"(1999, 564, 564)",635873904,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,117,
233,EK,368,24,2 year,wt,wt,dvl:gfp contrast enhance,"(1999, 594, 594)",705319164,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,114,
234,EK,369,7,7 months,wt,wt,gli:mcherry,"(1999, 604, 604)",729267184,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,231,
235,EK,370,7,7 months,wt,wt,gli:mcherry,"(1999, 600, 600)",719640000,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,191,
236,EK,371,7,7 months,wt,wt,gli:mcherry,"(1999, 594, 594)",705319164,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,244,
237,EK,372,7,7 months,wt,wt,gli:mcherry,"(1999, 574, 574)",658622524,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,125,
238,EK,373,7,7 months,wt,wt,gli:mcherry,"(1999, 600, 600)",719640000,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,359,
239,EK,374,28,2.3 year,het,col9,col9 +/-,"(1999, 590, 590)",695851900,0.02202676398535,0.02202676398535,0.02202676398535,* (374-381)," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,222,
240,EK,375,28,2.3 year,het,col9,col9 +/-,"(1999, 590, 590)",695851900,0.02202676398535,0.02202676398535,0.02202676398535,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,187,
241,EK,376,28,2.3 year,het,col9,col9 +/-,"(1999, 614, 614)",753615004,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,0,
242,EK,377,28,2.3 year,het,col9,col9 +/-,"(1999, 492, 594)",584203752,0.02202676398535,0.02202676398535,0.02202676398535,,CYSTS ! Send to histology ,LONDON AB,LONDON AB,LONDON AB,86,
243,EK,378,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(1999, 580, 580)",672463600,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,127,
244,EK,379,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(1999, 594, 594)",705319164,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,325,
245,EK,380,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(1999, 564, 564)",635873904,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,66,
246,EK,381,4,4 months,mosaic,ncoa3,ncoa3 g1 injected,"(1999, 604, 604)",729267184,0.02202676398535,0.02202676398535,0.02202676398535,,,LONDON AB,LONDON AB,LONDON AB,229,
247,EK,382,3,3 months,wt,wt,sp7 wt sib,"(1999, 600, 600)",719640000,0.021183676321263,0.021183676321263,0.021183676321263,*(382-389),November 2017 scans- Liz. First fish has a sticker on the side. ,LONDON AB,LONDON AB,LONDON AB,261,
248,EK,383,3,3 months,wt,wt,sp7 wt sib,"(1999, 630, 630)",793403100,0.021183676321263,0.021183676321263,0.021183676321263,,,LONDON AB,LONDON AB,LONDON AB,214,
249,EK,384,3,3 months,wt,wt,sp7 wt sib,"(1999, 604, 604)",729267184,0.021183676321263,0.021183676321263,0.021183676321263,,,LONDON AB,LONDON AB,LONDON AB,228,
