n,Dataset,old_n,age,age(old),genotype,strain,name,shape,size,VoxelSizeX,VoxelSizeY,VoxelSizeZ,re-uCT scan,Comments,Phantom,Scaling Value,Arb Value,angle,center
250,EK,385,3,3 months,wt,wt,sp7 wt sib,"(1999, 564, 564)",635873904,0.021183676321263,0.021183676321263,0.021183676321263,,,LONDON AB,LONDON AB,LONDON AB,328,
251,EK,386,3,3 months,wt,wt,sp7 wt sib,"(1999, 594, 594)",705319164,0.021183676321263,0.021183676321263,0.021183676321263,,,LONDON AB,LONDON AB,LONDON AB,274,
252,EK,387,3,3 months,wt,wt,sp7 wt sib,"(1999, 610, 610)",743827900,0.021183676321263,0.021183676321263,0.021183676321263,,,LONDON AB,LONDON AB,LONDON AB,258,
253,EK,388,3,3 months,wt,wt,sp7 wt sib,"(1999, 580, 580)",672463600,0.021183676321263,0.021183676321263,0.021183676321263,,,LONDON AB,LONDON AB,LONDON AB,83,
254,EK,389,3,3 months,wt,wt,sp7 wt sib,"(1999, 610, 610)",743827900,0.021183676321263,0.021183676321263,0.021183676321263,,,LONDON AB,LONDON AB,LONDON AB,346,
255,EK,390,14,1.2 year,het,sp7,sp7 +/-,"(2000, 610, 610)",744200000,0.021391472980511,0.021391472980511,0.021391472980511,*(390-397)," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,219,
256,EK,391,14,1.2 year,het,sp7,sp7 +/-,"(2000, 584, 584)",682112000,0.021391472980511,0.021391472980511,0.021391472980511,," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,316,
257,EK,392,14,1.2 year,het,sp7,sp7 +/-,"(2000, 604, 604)",729632000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,218,
258,EK,393,14,1.2 year,het,sp7,sp7 +/-,"(2000, 614, 614)",753992000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,137,
259,EK,394,14,1.2 year,het,sp7,sp7 +/-,"(2000, 520, 520)",540800000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,59,
260,EK,395,14,1.2 year,het,sp7,sp7 +/-,"(2000, 580, 580)",672800000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,0,
261,EK,396,14,1.2 year,het,sp7,sp7 +/-,"(2000, 654, 654)",855432000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,275,
262,EK,397,14,1.2 year,het,sp7,sp7 +/-,"(2000, 610, 610)",744200000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,118,
263,EK,398,3,3 months,het,sp7,sp7 +/-,"(2000, 550, 550)",605000000,0.021391472980511,0.021391472980511,0.021391472980511,*(398-405)," For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,14,
264,EK,399,3,3 months,het,sp7,sp7 +/-,"(2000, 594, 594)",705672000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,91,
265,EK,400,3,3 months,het,sp7,sp7 +/-,"(2000, 492, 594)",584496000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,335,
266,EK,401,3,3 months,het,sp7,sp7 +/-,"(1999, 560, 560)",626886400,0.021906735777957,0.021906735777957,0.021906735777957,,"moved, rescanned with 421",LONDON AB,LONDON AB,LONDON AB,215,
267,EK,402,3,3 months,het,sp7,sp7 +/-,"(2000, 584, 584)",682112000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,265,
268,EK,403,3,3 months,hom,sp7,sp7 -/-,"(1999, 594, 594)",705319164,0.021906735777957,0.021906735777957,0.021906735777957,,"moved, rescanned with 421,  For high res: head ribs, tail ",LONDON AB,LONDON AB,LONDON AB,47,
269,EK,404,3,3 months,hom,sp7,sp7 -/-,"(2000, 584, 584)",682112000,0.021391472980511,0.021391472980511,0.021391472980511,,,LONDON AB,LONDON AB,LONDON AB,46,
270,EK,405,3,3 months,hom,sp7,sp7 -/-,,,,,,,"moved, rescanned with 421",EK_Phantoms_211117_PM,6.274029,2.5,,
271,EK,406,,,hom,scxa,scxa kg170/kg170,,,,,,(*406-413),,EK_Phantoms_211117_PM,6.274029,2.5,,
272,EK,407,,,hom,scxa,scxa kg170/kg170,"(1999, 590, 590)",695851900,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,151,
273,EK,408,,,hom,scxa,scxa kg170/kg170,"(1999, 590, 590)",695851900,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,348,
274,EK,409,,,hom,scxa,scxa kg170/kg170,"(1999, 590, 572)",674622520,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,293,
275,EK,410,,,het,scxa,scxa kg170 +/-,"(1999, 580, 580)",672463600,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,61,
276,EK,411,,,het,scxa,scxa kg170 +/-,"(1999, 528, 594)",626950368,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,125,
277,EK,412,,,het,scxa,scxa kg170 +/-,"(1999, 574, 574)",658622524,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,151,
278,EK,413,,,het,scxa,scxa kg170 +/-,"(1999, 584, 584)",681770944,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,314,
279,EK,414,,,wt,scxa,scxa sibs yaniv +/+,"(1999, 580, 580)",672463600,0.021906735777957,0.021906735777957,0.021906735777957,*(414-420),,LONDON AB,LONDON AB,LONDON AB,25,
280,EK,415,,,wt,scxa,scxa sibs yaniv +/+,"(1999, 574, 574)",658622524,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,317,
281,EK,416,,,wt,scxa,scxa sibs yaniv +/+,"(1999, 554, 554)",613525084,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,125,
282,EK,417,,,wt,scxa,scxa sibs yaniv +/+,"(1999, 554, 554)",613525084,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,98,
283,EK,418,9,9 months,het,sp7,sp7  het,"(1999, 580, 580)",672463600,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,165,
284,EK,419,9,9 months,het,sp7,sp7  het,"(1999, 590, 590)",695851900,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,195,
285,EK,420,9,9 months,hom,sp7,sp7 mut,"(1999, 584, 584)",681770944,0.021906735777957,0.021906735777957,0.021906735777957,,,LONDON AB,LONDON AB,LONDON AB,61,
286,EK,421,12,1 year,hom,col11a2,col11a2-/-,"(1999, 620, 620)",768415600,0.021906735777957,0.021906735777957,0.021906735777957,"*(401,403,405,421)",HR head and ribs,LONDON AB,LONDON AB,LONDON AB,125,
287,EK,422,18,1.5 year ,wt,wt,entpd5:KAEDA- EC,,,,,,,"to pair with col11a2 het enhance contrast (EC), in enhance contrast solution. 422 is high res contrast scan used as control for FEA, so is not scanned at low res (ENTPD5)",enchance contrast,,,,
288,EK,423,3,3 months,wt,col11a2,col11a2 sibs,"(2000, 518, 554)",573944000,0.023216347339734,0.023216347339734,0.023216347339734,*(423-430),,LONDON AB,LONDON AB,LONDON AB,79,
289,EK,424,3,3 months,wt,col11a2,col11a2 sibs,"(2000, 574, 574)",658952000,0.023216347339734,0.023216347339734,0.023216347339734,,,LONDON AB,LONDON AB,LONDON AB,264,"[293.7175294220895, 353.176246721171]"
290,EK,425,3,3 months,wt,col11a2,col11a2 sibs,"(2000, 550, 550)",605000000,0.023216347339734,0.023216347339734,0.023216347339734,,,LONDON AB,LONDON AB,LONDON AB,170,
291,EK,426,3,3 months,het,col11 ,col11 +/-,"(2000, 514, 514)",528392000,0.023216347339734,0.023216347339734,0.023216347339734,,,LONDON AB,LONDON AB,LONDON AB,190,
292,EK,427,3,3 months,het,col11 ,col11 +/-,"(2000, 534, 534)",570312000,0.023216347339734,0.023216347339734,0.023216347339734,,,LONDON AB,LONDON AB,LONDON AB,238,
293,EK,428,3,3 months,het,col11 ,col11 +/-,"(2000, 550, 550)",605000000,0.023216347339734,0.023216347339734,0.023216347339734,,,LONDON AB,LONDON AB,LONDON AB,274,
294,EK,429,3,3 months,het,col11 ,col11 +/-,"(2000, 604, 604)",729632000,0.023216347339734,0.023216347339734,0.023216347339734,,,LONDON AB,LONDON AB,LONDON AB,16,
295,EK,430,3,3 months,het,col11 ,col11 +/-,"(2000, 560, 560)",627200000,0.023216347339734,0.023216347339734,0.023216347339734,,,LONDON AB,LONDON AB,LONDON AB,128,
296,EK,431,12,1 year,wt,col11a2,col11a2 sibs,"(2000, 550, 550)",605000000,0.022595624251547,0.022595624251547,0.022595624251547,*(431-438),*HR,LONDON AB,LONDON AB,LONDON AB,296,
297,EK,432,12,1 year,wt,col11a2,col11a2 sibs,"(2000, 534, 534)",570312000,0.022595624251547,0.022595624251547,0.022595624251547,,,LONDON AB,LONDON AB,LONDON AB,339,
298,EK,433,12,1 year,wt,col11a2,col11a2 sibs,"(2000, 590, 590)",696200000,0.022595624251547,0.022595624251547,0.022595624251547,,,LONDON AB,LONDON AB,LONDON AB,43,"[425.77942637613313, 221.79141238118467]"
299,EK,434,12,1 year,wt,col11a2,col11a2 sibs,"(2000, 590, 590)",696200000,0.022595624251547,0.022595624251547,0.022595624251547,,,LONDON AB,LONDON AB,LONDON AB,238,"[286.42127293790935, 330.85431507196864]"
300,EK,435,12,1 year,het,col11 ,col11 +/-,"(2000, 570, 570)",649800000,0.022595624251547,0.022595624251547,0.022595624251547,,,LONDON AB,LONDON AB,LONDON AB,130,
301,EK,436,12,1 year,het,col11 ,col11 +/-,"(2000, 490, 490)",480200000,0.022595624251547,0.022595624251547,0.022595624251547,,*HR,LONDON AB,LONDON AB,LONDON AB,343,
302,EK,437,12,1 year,het,col11 ,col11 +/-,"(2000, 534, 534)",570312000,0.022595624251547,0.022595624251547,0.022595624251547,,,LONDON AB,LONDON AB,LONDON AB,245,
303,EK,438,12,1 year,het,col11 ,col11 +/-,"(2000, 574, 574)",658952000,0.022595624251547,0.022595624251547,0.022595624251547,,,LONDON AB,LONDON AB,LONDON AB,140,
304,EK,440,12,1 year,wt,wt,wt,"(2000, 654, 654)",855432000,0.019912917730777,0.019912917730777,0.019912917730777,(440-447),Reconstructions were done by TOM  to show best images. Phantons were not reconstructed.  If need BMD Liz can run recs later for all the scans done on 25.01.18. HR head,LONDON AB,LONDON AB,LONDON AB,155,
305,EK,441,12,1 year,wt,wt,wt,"(2000, 630, 630)",793800000,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,243,
306,EK,442,12,1 year,wt,wt,wt,"(2000, 500, 574)",574000000,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,210,
307,EK,443,12,1 year,hom,col11a2,col11a2 -/- ,"(2000, 620, 620)",768800000,0.019912917730777,0.019912917730777,0.019912917730777,,HR head and ribs,LONDON AB,LONDON AB,LONDON AB,155,
308,EK,444,12,1 year,mosaic,wnt16,wnt16- inj crispr,"(2000, 620, 620)",768800000,0.019912917730777,0.019912917730777,0.019912917730777,,"HR, spinal phenotype severe",LONDON AB,LONDON AB,LONDON AB,74,
309,EK,445,12,1 year,mosaic,wnt16,wnt16- inj crispr,"(2000, 610, 610)",744200000,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,309,
310,EK,446,3,3 months,comp het,wnt16,wnt16 G1 ,"(2000, 620, 620)",768800000,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,141,
311,EK,447,3,3 months,comp het,wnt16,wnt16 G1 ,"(2000, 604, 604)",729632000,0.019912917730777,0.019912917730777,0.019912917730777,,HR head and ribs,LONDON AB,LONDON AB,LONDON AB,96,
312,EK,448,12,1 year,mosaic,wnt16,wnt16- inj crispr,"(1999, 530, 620)",656871400,0.019912917730777,0.019912917730777,0.019912917730777,(448-455),,LONDON AB,LONDON AB,LONDON AB,292,
313,EK,449,18,1.5 year,het maybe ,vhl,vhl hu2117,"(1999, 634, 634)",803510044,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,40,
314,EK,450,18,1.5 year,het maybe ,vhl,vhl hu2117,"(1999, 620, 620)",768415600,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,279,
315,EK,451,18,1.5 year,het maybe ,vhl,vhl hu2117,"(1999, 590, 590)",695851900,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,2,
316,EK,452,18,1.5 year,het maybe ,vhl,vhl hu2117,"(1999, 590, 590)",695851900,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,26,
317,EK,453,18,1.5 year,het maybe ,vhl,vhl hu2117,"(1999, 580, 580)",672463600,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,5,
318,EK,454,18,1.5 year,het maybe ,vhl,vhl hu2117,"(1999, 610, 610)",743827900,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,141,
319,EK,455,18,1.5 year,het maybe ,vhl,vhl hu2117,"(1999, 594, 594)",705319164,0.019912917730777,0.019912917730777,0.019912917730777,,,LONDON AB,LONDON AB,LONDON AB,224,
320,EK,456,7,7 months,wt,col11a2,col11a2 +/+,"(2000, 570, 570)",649800000,0.022151959778149,0.022151959778149,0.022151959778149,(456-463),HR,LONDON AB,LONDON AB,LONDON AB,322,
321,EK,457,7,7 months,wt,col11a2,col11a2 +/+,"(2000, 584, 584)",682112000,0.022151959778149,0.022151959778149,0.022151959778149,,,LONDON AB,LONDON AB,LONDON AB,280,
322,EK,458,7,7 months,wt,col11a2,col11a2 +/+,"(2000, 580, 580)",672800000,0.022151959778149,0.022151959778149,0.022151959778149,,,LONDON AB,LONDON AB,LONDON AB,335,
323,EK,459,7,7 months,het,col11a2,col11a2 +/-,"(2000, 560, 560)",627200000,0.022151959778149,0.022151959778149,0.022151959778149,,,LONDON AB,LONDON AB,LONDON AB,17,
324,EK,460,7,7 months,het,col11a2,col11a2 +/-,"(2000, 560, 560)",627200000,0.022151959778149,0.022151959778149,0.022151959778149,,HR,LONDON AB,LONDON AB,LONDON AB,230,
325,EK,461,7,7 months,het,col11a2,col11a2 +/-,"(2000, 624, 624)",778752000,0.022151959778149,0.022151959778149,0.022151959778149,,,LONDON AB,LONDON AB,LONDON AB,277,
326,EK,462,28,2.3 years,het,col11a2,col11a2 +/-,"(2000, 590, 574)",677320000,0.022151959778149,0.022151959778149,0.022151959778149,,,LONDON AB,LONDON AB,LONDON AB,219,
327,EK,463,28,2.3 years,het,col11a2,col11a2 +/-,"(2000, 580, 580)",672800000,0.022151959778149,0.022151959778149,0.022151959778149,,,LONDON AB,LONDON AB,LONDON AB,94,
328,EK,464,28,2.3 years,het,col11a2,col11a2 +/-,"(2000, 620, 620)",768800000,0.022395578970411,0.022395578970411,0.022395578970411,(464-470),HR,LONDON AB,LONDON AB,LONDON AB,109,
329,EK,465,6,6 months,wt,tert,tert +/+,"(2000, 620, 620)",768800000,0.022395578970411,0.022395578970411,0.022395578970411,,,LONDON AB,LONDON AB,LONDON AB,110,"[252.3297693259576, 370.0113552229432]"
330,EK,466,6,6 months,wt,tert,tert +/+,"(2000, 604, 604)",729632000,0.022395578970411,0.022395578970411,0.022395578970411,,,LONDON AB,LONDON AB,LONDON AB,203,
331,EK,467,6,6 months,wt,tert,tert +/+,"(2000, 594, 594)",705672000,0.022395578970411,0.022395578970411,0.022395578970411,,,LONDON AB,LONDON AB,LONDON AB,204,"[223.29846722473002, 276.16624772328305]"
332,EK,468,6,6 months,hom,tert,tert -/-,"(2000, 630, 630)",793800000,0.022395578970411,0.022395578970411,0.022395578970411,,,LONDON AB,LONDON AB,LONDON AB,105,"[279.9004660164622, 390.0423472722147]"
333,EK,469,6,6 months,hom,tert,tert -/-,"(2000, 620, 620)",768800000,0.022395578970411,0.022395578970411,0.022395578970411,,,LONDON AB,LONDON AB,LONDON AB,8,
334,EK,470,6,6 months,hom,tert,tert -/-,"(2000, 560, 560)",627200000,0.022395578970411,0.022395578970411,0.022395578970411,,,LONDON AB,LONDON AB,LONDON AB,347,
335,EK,471,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 654, 654)",855432000,0.020017218226011,0.020017218226011,0.020017218226011,471_478,Synchroton/ fins +vertebrae,LONDON AB,LONDON AB,LONDON AB,107,
336,EK,472,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 594, 594)",705672000,0.020017218226011,0.020017218226011,0.020017218226011,,Synchroton/ fins+vertebrae,LONDON AB,LONDON AB,LONDON AB,40,
337,EK,473,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 614, 614)",753992000,0.020017218226011,0.020017218226011,0.020017218226011,,Synchroton/ fins+vertebrae,LONDON AB,LONDON AB,LONDON AB,327,
338,EK,474,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 594, 594)",705672000,0.020017218226011,0.020017218226011,0.020017218226011,,For BMD,LONDON AB,LONDON AB,LONDON AB,176,
339,EK,475,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 644, 530)",682640000,0.020017218226011,0.020017218226011,0.020017218226011,,For BMD,LONDON AB,LONDON AB,LONDON AB,116,
340,EK,476,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 624, 624)",778752000,0.020017218226011,0.020017218226011,0.020017218226011,,For BMD,LONDON AB,LONDON AB,LONDON AB,37,
341,EK,477,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 644, 644)",829472000,0.020017218226011,0.020017218226011,0.020017218226011,,For BMD,LONDON AB,LONDON AB,LONDON AB,243,
342,EK,478,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 614, 614)",753992000,0.020017218226011,0.020017218226011,0.020017218226011,,For BMD,LONDON AB,LONDON AB,LONDON AB,111,
343,EK,479,8,8 months,hom,chsy1,chsy1 -/-,"(2000, 574, 574)",658952000,0.020017218226011,0.020017218226011,0.020017218226011,479_486,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,274,
344,EK,480,8,8 months,hom,chsy1,chsy1 -/-,"(2000, 584, 584)",682112000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment/ histology,LONDON AB,LONDON AB,LONDON AB,206,
345,EK,481,8,8 months,hom,chsy1,chsy1 -/-,"(2000, 594, 594)",705672000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,220,
346,EK,482,12,1 year,mosaic,wnt16,wnt16 injected ,"(2000, 574, 574)",658952000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,96,
347,EK,483,12,1 year,mosaic,wnt16,wnt16 injected ,"(2000, 624, 624)",778752000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,176,
348,EK,484,12,1 year,hom,col11 ,col11 -/-,"(2000, 594, 594)",705672000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,275,
349,EK,485,12,1 year,hom,col11 ,col11 -/-,"(2000, 594, 594)",705672000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,192,
350,EK,486,3,3 months,hom,wnt16,wnt16.1-/-,"(2000, 634, 634)",803912000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,7,
351,EK,487,3,3 months,hom,wnt16,wnt16.1-/-,"(2000, 670, 670)",897800000,0.020017218226011,0.020017218226011,0.020017218226011,487_494,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,283,
352,EK,488,18,1.5y,wt,wt,wt,"(2000, 650, 650)",845000000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,290,
353,EK,489,18,1.5y,wt,wt,wt,"(2000, 644, 644)",829472000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,161,
354,EK,490,18,1.5y,wt,wt,wt,"(2000, 650, 650)",845000000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,203,
355,EK,491,18,1.5y,wt,wt,wt,"(2000, 620, 526)",652240000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,334,
356,EK,492,6,6 months,wt,wt,wt,"(2000, 714, 714)",1019592000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment ,LONDON AB,LONDON AB,LONDON AB,84,
357,EK,493,6,6 months,wt,wt,wt,"(2000, 496, 634)",628928000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment -High Res,LONDON AB,LONDON AB,LONDON AB,301,
358,EK,494,6,6 months,wt,wt,wt,"(2000, 640, 640)",819200000,0.020017218226011,0.020017218226011,0.020017218226011,,from jaw moviment -High Res,LONDON AB,LONDON AB,LONDON AB,286,
359,EK,495,6,6 months,wt,wt,wt,,,,,,,from jaw moviment - High Re,,,2.5,,
360,EK,496,6,6 months,wt,wt,wt,,,,,,,from jaw moviment -High Res,,,2.5,,
361,EK,497,5,5 months,hom,col9a1,col9a1 -/- ,"(2000, 634, 634)",803912000,0.020694566657056,0.020694566657056,0.020694566657056,497_503,phantom scanned in position 7. HR/ ELIS,LONDON AB,LONDON AB,LONDON AB,264,
362,EK,498,,,hom,col9a1,col9a1 -/- ,"(2000, 644, 644)",829472000,0.020694566657056,0.020694566657056,0.020694566657056,,High Res/ histology,LONDON AB,LONDON AB,LONDON AB,218,
363,EK,499,,,hom,col9a1,col9a1 -/- ,"(2000, 660, 660)",871200000,0.020694566657056,0.020694566657056,0.020694566657056,,High Res/ ELIS,LONDON AB,LONDON AB,LONDON AB,253,
364,EK,500,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 640, 640)",819200000,0.020694566657056,0.020694566657056,0.020694566657056,,,LONDON AB,LONDON AB,LONDON AB,255,
365,EK,501,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 670, 670)",897800000,0.020694566657056,0.020694566657056,0.020694566657056,,,LONDON AB,LONDON AB,LONDON AB,40,
366,EK,502,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 654, 654)",855432000,0.020694566657056,0.020694566657056,0.020694566657056,,,LONDON AB,LONDON AB,LONDON AB,290,
367,EK,503,3,3 months,hom,wnt16,wnt16.1 -/-,"(2000, 634, 634)",803912000,0.020694566657056,0.020694566657056,0.020694566657056,,,LONDON AB,LONDON AB,LONDON AB,180,
368,EK,504,12,1 year,hom,col11 ,col11 -/-,,,,,,"head, not scanned at 20um",from jaw moviment ,,,,,
369,EK,505,3,3 months,hom,wnt16,wnt16.1-/-,,,,,,"head, not scanned at 20um",from jaw moviment ,,,,,
370,EK,506,12,1 year,mosaic,wnt16,wnt16 injected ,,,,,,"head, not scanned at 20um",from jaw moviment ,,,,,
371,EK,507,8,8 months,hom,chsy1,chsy1 -/-,,,,,,"head, not scanned at 20um",from jaw moviment ,,,,,
372,EK,508,,,,,,,,,,,,,,,,,
373,EK,509,,,,,,,,,,,,,,,,,
374,EK,510,12,1 year,hom,wnt16,wnt16-/-,"(2000, 630, 630)",793800000,0.020006239655147,0.020006239655147,0.020006239655147,510_516,For OA paper ,LONDON AB,LONDON AB,LONDON AB,74,
